longitude,latitude,perturbed_longitude,perturbed_latitude
-77.6803332,43.0838378,-77.67924753448767,43.08485899598567
-77.6803332,43.0838378,-77.67957150252988,43.08369816654887
-77.6809913,43.0838029,-77.68365349778766,43.084816053736894
-77.6809913,43.0838029,-77.68696869334927,43.08363577255291
-77.681017,43.0838025,-77.68182631947766,43.087823118514216
-77.681017,43.0838025,-77.6819087817956,43.082224524767554
-77.681042,43.0838023,-77.67765069693523,43.08158106814139
-77.681042,43.0838023,-77.67550716504954,43.09047332882102
-77.6810655,43.0838023,-77.68086892960648,43.084329494334305
-77.6810655,43.0838023,-77.68025239454947,43.084586513338934
-77.6810896,43.0838021,-77.6788449247596,43.084912263490914
-77.6810896,43.0838021,-77.67635971271292,43.08238770841317
-77.6811165,43.0838003,-77.68743307563733,43.08197004289844
-77.6811165,43.0838003,-77.68127781062641,43.084607763526435
-77.6811252,43.0838014,-77.68228143345522,43.086371880127494
-77.6811252,43.0838014,-77.68260780764294,43.08476703411608
-77.6811302,43.0838029,-77.68238646809053,43.08460561650843
-77.6811302,43.0838029,-77.68491361620437,43.08157378819936
-77.6811369,43.0838053,-77.68207438393235,43.080428182339745
-77.6811369,43.0838053,-77.67855854692506,43.08089510101168
-77.6811359,43.0838042,-77.67769866953765,43.0775598638228
-77.6811359,43.0838042,-77.6795180892048,43.08020441603377
-77.6811284,43.0838052,-77.67969932494542,43.084908923999926
-77.6811284,43.0838052,-77.68295206931211,43.08262124630299
-77.6811264,43.0838049,-77.68067942599227,43.08354252790914
-77.6811264,43.0838049,-77.68386461511744,43.084150008004
-77.6811239,43.0838051,-77.6810027605812,43.084352103296986
-77.6811239,43.0838051,-77.68600492508145,43.0852712329107
-77.6811209,43.0838052,-77.67926497102795,43.082324287602674
-77.6811209,43.0838052,-77.67974817506037,43.08540329594173
-77.6811175,43.0838062,-77.67679428224228,43.08524493683617
-77.6811175,43.0838062,-77.68020614609497,43.08103604757081
-77.6811141,43.0838065,-77.68068621337306,43.083104578260595
-77.6811141,43.0838065,-77.68071709746698,43.08077635872076
-77.6811109,43.0838076,-77.68463339682191,43.08247534266529
-77.6811109,43.0838076,-77.68461205276711,43.0831873657001
-77.6811108,43.0838074,-77.67987557465796,43.08507340120688
-77.6811108,43.0838074,-77.68166630383024,43.08237767719205
