-77.6802533,43.0837859,-77.67472182176935,43.073974777675325
-77.6802533,43.0837859,-77.66476203774883,43.06667425499009
-77.6802535,43.0837851,-77.68050058173274,43.07424452413997
-77.6802535,43.0837851,-77.6858729389649,43.07729837677029
-77.6802441,43.0837781,-77.67712649814537,43.094240509851296
-77.6802441,43.0837781,-77.67894438707992,43.09433091419871
-77.6802451,43.0837764,-77.62211208107843,43.036378656947
-77.6802451,43.0837764,-77.70471955510084,43.08942711746655
-77.6802429,43.0837752,-77.66946219641044,43.07624488169758
-77.6802429,43.0837752,-77.65812267671292,43.10566209223335
-77.680241,43.0837745,-77.70272113788442,43.10444657545292
-77.680241,43.0837745,-77.68003566180113,43.08972985496413
-77.6802365,43.0837729,-77.67650741764685,43.06846257782014
-77.6802365,43.0837729,-77.72474833369995,43.10022860453518
-77.6802315,43.08377,-77.66625243600731,43.05204987032064
-77.6802315,43.08377,-77.68519262140002,43.09383508271775
-77.6802253,43.0837653,-77.67686556298261,43.09377695791294
-77.6802253,43.0837653,-77.6806759105139,43.0847669266204
-77.6802059,43.083753,-77.69609519962368,43.09106584984784
-77.6802059,43.083753,-77.6788012240601,43.096265111445724
-77.6801884,43.0837447,-77.66852823227629,43.086831893081985
-77.6801884,43.0837447,-77.6811617893643,43.08362163415807
-77.6801725,43.0837375,-77.7275299271622,43.06044456318257
-77.6801725,43.0837375,-77.68889884277453,43.1000100854824
-77.6801685,43.0837442,-77.66940659979903,43.092762554416986
-77.6801685,43.0837442,-77.6940082147909,43.07190226361443
-77.6801551,43.083745,-77.67006173636001,43.080816165698344
-77.6801551,43.083745,-77.6841374897232,43.07666424731695
-77.6801392,43.0837419,-77.67824437761274,43.07117938581167
-77.6801392,43.0837419,-77.7099290351829,43.093310068901914
-77.6801209,43.0837381,-77.67164051656954,43.07525438507295
-77.6801209,43.0837381,-77.6867175136356,43.07223920945128
-77.6801095,43.0837362,-77.72145290644478,43.05646126982804
-77.6801095,43.0837362,-77.67494421990668,43.082698640661555
-77.680092,43.0837323,-77.68921867285567,43.08090283095055
-77.680092,43.0837323,-77.67745590762232,43.082197392869226
-77.6800996,43.0837354,-77.64673814158921,43.08351319449516
-77.6800996,43.0837354,-77.67394880024159,43.07671363476663
-77.6800969,43.0837355,-77.68762639485352,43.089989731860264
-77.6800969,43.0837355,-77.66526910688452,43.08176547465779
-77.6800899,43.083735,-77.68883162382254,43.09945847838308
-77.6800899,43.083735,-77.68155064586729,43.06753143564039
-77.6801045,43.0837382,-77.67385284236113,43.092978160982504
-77.6801045,43.0837382,-77.69593970157564,43.08956571373304
-77.6801526,43.0837614,-77.6999998313736,43.10016147106783
-77.6801526,43.0837614,-77.68123117646337,43.08446896780915
-77.6801805,43.0837795,-77.67596513149046,43.0768371285018
-77.6801805,43.0837795,-77.69348327777074,43.0905913630183
-77.6801968,43.0837917,-77.67472324362276,43.09912758432031
-77.6801968,43.0837917,-77.68093080817268,43.093294370811506
-77.6802021,43.083796,-77.66442462162972,43.101867362220965
-77.6802021,43.083796,-77.64609220342204,43.12329193181723
-77.6801886,43.0837953,-77.70137274719929,43.08327151384979
-77.6801886,43.0837953,-77.6686433687996,43.076269336824616
-77.6801735,43.0837953,-77.67901297628832,43.092798371269254
-77.6801735,43.0837953,-77.67015296986735,43.08296438180999
-77.6801569,43.083793,-77.68092857263618,43.07459966222314
-77.6801569,43.083793,-77.6982694250946,43.06441926707334
-77.6801218,43.0837962,-77.70026403961859,43.10060169646357
-77.6801218,43.0837962,-77.66409102615553,43.10383662795653
-77.6801032,43.0838027,-77.68846755477975,43.0835961872556
-77.6801032,43.0838027,-77.67630996099093,43.08454811078714
-77.680075,43.0838177,-77.67935744675579,43.08015101018532
-77.680075,43.0838177,-77.69259353930443,43.08005105559841
-77.6800605,43.0838291,-77.68228970514473,43.08592940138998
-77.6800605,43.0838291,-77.67903712271746,43.06969720755631
-77.6800502,43.0838384,-77.6544523322818,43.0846852085906
-77.6800502,43.0838384,-77.68068261985877,43.0752577964834
-77.6800394,43.0838481,-77.67641379426104,43.07983637006471
-77.6800394,43.0838481,-77.66456736293021,43.10461299536089
-77.6800351,43.0838523,-77.65679178288359,43.11353465043806
-77.6800351,43.0838523,-77.66468955256732,43.06279138907058
-77.6800306,43.0838563,-77.6795607349895,43.07986556559359
-77.6800306,43.0838563,-77.6597170703583,43.079625955990906
-77.6800257,43.0838614,-77.69013081810452,43.090192851323835
-77.6800257,43.0838614,-77.67273490759379,43.08711445399733
-77.6800201,43.0838674,-77.70344627685174,43.080196750912734
-77.6800201,43.0838674,-77.68164456215781,43.024794056111254
-77.6800151,43.0838738,-77.67797319052744,43.08196062371903
-77.6800151,43.0838738,-77.66211962640085,43.073132826493264
-77.6800087,43.0838813,-77.6568458046126,43.10160004091436
-77.6800087,43.0838813,-77.6744588624998,43.08897677057239
-77.6800033,43.0838869,-77.68159105236533,43.07355726001849
