longitude,latitude,perturbed_longitude,perturbed_latitude
-77.6201904,43.0801749,-77.62065731772527,43.07838955219874
-77.6201904,43.0801749,-77.61897223025885,43.07907855016931
-77.6201901,43.0801735,-77.62015644883925,43.07969598879612
-77.6201901,43.0801735,-77.61731439000891,43.07984444648068
-77.6201929,43.0801674,-77.62264250607936,43.0796559678107
-77.6201929,43.0801674,-77.61986956046513,43.08054088332449
-77.6201958,43.0801594,-77.61839303658634,43.0803927361706
-77.6201958,43.0801594,-77.62001428007805,43.07923869879827
-77.6201973,43.0801544,-77.62134455013747,43.07959110005108
-77.6201973,43.0801544,-77.61942052376651,43.078730803713235
-77.6201978,43.0801523,-77.61995631753533,43.08282482836159
-77.6201978,43.0801523,-77.62007137839696,43.08036258887399
-77.6201985,43.0801509,-77.62128742513208,43.07976151625062
-77.6201985,43.0801509,-77.6194783928654,43.0809077214182
-77.620196,43.0801464,-77.62200015630657,43.08132581717132
-77.620196,43.0801464,-77.61926315508566,43.078801431889225
-77.6201922,43.0801423,-77.61971517792841,43.07912408729907
-77.6201922,43.0801423,-77.62003565659627,43.08015924418494
-77.6201901,43.0801408,-77.61993351815333,43.079172807213816
-77.6201901,43.0801408,-77.61892007822397,43.07814638830007
-77.6201879,43.0801401,-77.61960291108616,43.08247703750737
-77.6201879,43.0801401,-77.62154217701222,43.07988232273355
-77.6201822,43.0801407,-77.62074705363601,43.07912589967784
-77.6201822,43.0801407,-77.61825399373443,43.081871767126366
-77.6201789,43.0801413,-77.62129823329013,43.0790485744748
-77.6201789,43.0801413,-77.6198182390266,43.080155317219166
-77.6201777,43.0801414,-77.6208773474871,43.07802629214102
-77.6201777,43.0801414,-77.6197220898754,43.08050639198599
-77.6201742,43.0801405,-77.62028238073383,43.078489918213606
-77.6201742,43.0801405,-77.61458815022661,43.07867462803111
-77.6201697,43.080137,-77.61882796263185,43.07778296864957
-77.6201697,43.080137,-77.61972860030211,43.078959773185204
-77.6201756,43.0801438,-77.61998480070889,43.07807484378527
-77.6201756,43.0801438,-77.62002384777875,43.08089768934257
-77.6201744,43.0801425,-77.62247176062704,43.079388061445854
-77.6201744,43.0801425,-77.62038643805616,43.08011176893617
-77.6201717,43.08014,-77.61924910436083,43.08194242452842
-77.6201717,43.08014,-77.62161258564133,43.08109122928903
-77.6201672,43.0801357,-77.62255038315062,43.07343579304149
-77.6201672,43.0801357,-77.61800146453716,43.08126791130568
-77.6201626,43.0801305,-77.62191379983733,43.07982013646003
-77.6201626,43.0801305,-77.62052146397332,43.08138636897794
-77.6201518,43.0801124,-77.62197018436557,43.08039621703134
-77.6201518,43.0801124,-77.61868837426717,43.07777726063586
-77.6201448,43.0800995,-77.61963294895955,43.081742354238344
-77.6201448,43.0800995,-77.61982685613681,43.0802760965459
-77.6201414,43.0800929,-77.61749371392757,43.07839606296363
-77.6201414,43.0800929,-77.62030629178822,43.077954071362164
-77.6201266,43.080085,-77.61971069983142,43.0812593969753
-77.6201266,43.080085,-77.61730153541652,43.078726160405935
-77.6201225,43.0800799,-77.61864219911737,43.07725108868617
-77.6201225,43.0800799,-77.61962207854546,43.07925206420561
-77.6201203,43.0800691,-77.62019975660161,43.0794588500643
-77.6201203,43.0800691,-77.6209582080299,43.07908429076529
-77.6201164,43.0800587,-77.6197151888119,43.0810833493312
-77.6201164,43.0800587,-77.61951159126129,43.078511930067044
-77.6201083,43.0800501,-77.62159632575069,43.080856700232864
-77.6201083,43.0800501,-77.61863257927517,43.077667308411066
-77.6201025,43.0800457,-77.6207194275751,43.07879916353077
-77.6201025,43.0800457,-77.6207325455927,43.07944299555302
-77.6200908,43.0800402,-77.62290946635314,43.08466668962276
-77.6200908,43.0800402,-77.62243318269529,43.082586629097655
-77.6200847,43.080039,-77.6217649599689,43.07840439004855
-77.6200847,43.080039,-77.62104909235457,43.07925306273653
-77.6200734,43.0800363,-77.6186614970675,43.07996176150719
-77.6200734,43.0800363,-77.61837568316788,43.07965481858843
-77.6200596,43.0800346,-77.62040052379795,43.081193100439556
-77.6200596,43.0800346,-77.6213831019969,43.0792528207541
-77.6200488,43.0800338,-77.62094659470765,43.07917775040703
-77.6200488,43.0800338,-77.61849116555913,43.08061926754349
-77.6200358,43.0800357,-77.6256891270564,43.082207310456525
-77.6200358,43.0800357,-77.62043106901076,43.08081845038301
-77.6200078,43.0800392,-77.6230908538914,43.08010485513976
