longitude,latitude,perturbed_longitude,perturbed_latitude
-77.6803332,43.0838378,-77.67838670863159,43.08730393508565
-77.6803332,43.0838378,-77.68144050289035,43.08171182721053
-77.6809913,43.0838029,-77.68080926203604,43.08806309196416
-77.6809913,43.0838029,-77.68272714633133,43.0854105566404
-77.681017,43.0838025,-77.68242638010764,43.08762919401425
-77.681017,43.0838025,-77.6819693842913,43.0808749211737
-77.681042,43.0838023,-77.68298468942847,43.08321462381914
-77.681042,43.0838023,-77.67970376244783,43.08424045291567
-77.6810655,43.0838023,-77.6769461735031,43.08535942611813
-77.6810655,43.0838023,-77.6802143028216,43.08315710785291
-77.6810896,43.0838021,-77.67912274567693,43.08231744777345
-77.6810896,43.0838021,-77.6837250171653,43.08583065711509
-77.6811165,43.0838003,-77.6814171142434,43.08531616278555
-77.6811165,43.0838003,-77.68095025958665,43.0846685969412
-77.6811252,43.0838014,-77.68026462925168,43.08138885418482
-77.6811252,43.0838014,-77.681561635441,43.08296236507935
-77.6811302,43.0838029,-77.68395988159742,43.08746871849334
-77.6811302,43.0838029,-77.68263003601722,43.08390909303039
-77.6811369,43.0838053,-77.69385445097488,43.082004685559056
-77.6811369,43.0838053,-77.68271142900704,43.08517008061477
-77.6811359,43.0838042,-77.6826086381716,43.08380384919598
-77.6811359,43.0838042,-77.6816794436829,43.08554381308886
-77.6811284,43.0838052,-77.68002373095928,43.08259535672941
-77.6811284,43.0838052,-77.68071922271754,43.08321486236293
-77.6811264,43.0838049,-77.68437952935403,43.08223638411295
-77.6811264,43.0838049,-77.68250149715792,43.08435091109223
-77.6811239,43.0838051,-77.68041282306807,43.08324753614663
-77.6811239,43.0838051,-77.68026824934515,43.08414343446412
-77.6811209,43.0838052,-77.68447296814307,43.08460657325657
-77.6811209,43.0838052,-77.68610393009342,43.080914274147524
-77.6811175,43.0838062,-77.68310356920695,43.0840479776694
-77.6811175,43.0838062,-77.68435194937571,43.08313371858796
-77.6811141,43.0838065,-77.68439454703153,43.087123297841345
-77.6811141,43.0838065,-77.68111087150706,43.08428399650417
-77.6811109,43.0838076,-77.68166933362048,43.0857214139357
-77.6811109,43.0838076,-77.67755910387373,43.08243431428339
-77.6811108,43.0838074,-77.68101966885939,43.08238489582841
-77.6811108,43.0838074,-77.68108678512367,43.085889851269734
-77.6811066,43.0838085,-77.68007201389149,43.08356988913314
-77.6811066,43.0838085,-77.67907720200738,43.08299858333807
-77.6811054,43.0838087,-77.68102284320986,43.085200341829086
-77.6811054,43.0838087,-77.6817702327263,43.08286374912078
-77.6811048,43.0838089,-77.6831973374855,43.08499904003548
-77.6811048,43.0838089,-77.68327576412197,43.08432544067356
-77.6811054,43.0838089,-77.6830295134191,43.08104205981935
-77.6811054,43.0838089,-77.68557161399592,43.0827208815919
-77.6811052,43.0838093,-77.68118173251766,43.08319490735167
-77.6811052,43.0838093,-77.67987451901949,43.0836194170927
-77.6810917,43.0838157,-77.68287721838985,43.083424608394544
-77.6810917,43.0838157,-77.68022248426288,43.08276875360476
-77.6810858,43.0838189,-77.67718468169434,43.08385723821524
-77.6810858,43.0838189,-77.68041734456384,43.0837293042061
-77.681086,43.0838191,-77.68100406665931,43.085004527210664
-77.681086,43.0838191,-77.68309978426807,43.08397486304896
-77.6810868,43.0838191,-77.68161449922361,43.0818151976235
-77.6810868,43.0838191,-77.68217497240036,43.08211951629025
-77.6810875,43.083819,-77.68077263423709,43.082786037859535
-77.6810875,43.083819,-77.67980551337759,43.08330182057494
-77.6810879,43.0838191,-77.6803937325463,43.08282954996305
-77.6810879,43.0838191,-77.68096980786933,43.08317428677154
-77.6810883,43.0838189,-77.67924895146209,43.08215724561633
-77.6810883,43.0838189,-77.68272504311581,43.08452291394087
-77.6810886,43.0838189,-77.68368232007815,43.08351449778648
-77.6810886,43.0838189,-77.68042192225555,43.08529986364459
-77.6810887,43.0838189,-77.67918038253379,43.085503769656164
-77.6810887,43.0838189,-77.68262452501037,43.08466633954418
-77.6810888,43.0838188,-77.67735227618054,43.08652736619022
-77.6810888,43.0838188,-77.68283981168511,43.08762043633085
-77.681089,43.0838188,-77.68133430046484,43.08482639893472
-77.681089,43.0838188,-77.68404576127719,43.084616873299254
-77.6810891,43.0838188,-77.67850941478318,43.08222268011601
-77.6810891,43.0838188,-77.68062471098172,43.083545225687985
-77.6810892,43.0838187,-77.67957251710891,43.083307014615514
-77.6810892,43.0838187,-77.6818132700511,43.082926028856626
