longitude,latitude,perturbed_longitude,perturbed_latitude
-77.6218842,43.0787936,-77.62309014820929,43.07948354412287
-77.6218842,43.0787936,-77.62290463594955,43.08063668465521
-77.6218843,43.0787936,-77.62393130271444,43.07937731846806
-77.6218843,43.0787936,-77.62086272629988,43.07755198422955
-77.6218843,43.0787936,-77.62236338094499,43.078923305400714
-77.6218843,43.0787936,-77.61836432355659,43.08105051149735
-77.6218845,43.078794,-77.62023405728998,43.0750367256427
-77.6218845,43.078794,-77.61890925397353,43.07591929090972
-77.6218845,43.078794,-77.62192792677568,43.076936835564645
-77.6218845,43.078794,-77.62282789025896,43.07857828088336
-77.6218846,43.078794,-77.6250327557721,43.08044919057359
-77.6218846,43.078794,-77.61799471940544,43.08077379088988
-77.6218846,43.078794,-77.62145947561756,43.078775289207215
-77.6218846,43.078794,-77.62193531255122,43.082067752078366
-77.6218846,43.078794,-77.62207817431305,43.07795167718901
-77.6218846,43.078794,-77.62104789248845,43.07796576581681
-77.6218845,43.0787936,-77.62080385908625,43.079755311510304
-77.6218845,43.0787936,-77.62089819755882,43.07808687250636
-77.6218916,43.0787937,-77.62275133161154,43.078420383955056
-77.6218916,43.0787937,-77.62008494239086,43.08038389820854
-77.6218966,43.0787943,-77.62460895889619,43.0772722703411
-77.6218966,43.0787943,-77.62115675672194,43.0788837749322
-77.621889,43.0787946,-77.62164674756767,43.07815547235167
-77.621889,43.0787946,-77.62326605596674,43.0783711934538
-77.6218906,43.0787952,-77.62314845349829,43.07718071183888
-77.6218906,43.0787952,-77.62487425416995,43.07777137720204
-77.6218934,43.0787965,-77.62233330224551,43.07761939133644
-77.6218934,43.0787965,-77.62592719219651,43.07905451024087
-77.621894,43.0787969,-77.62080252800087,43.07996826625682
-77.621894,43.0787969,-77.62101817496222,43.07798365766749
-77.6218964,43.0787988,-77.61650005315526,43.07967518838586
-77.6218964,43.0787988,-77.62379507334745,43.07743106492255
-77.621898,43.0788001,-77.61978165206814,43.080283033025694
-77.621898,43.0788001,-77.62084910453595,43.078673460535605
-77.6218992,43.0788007,-77.61366580076202,43.07828165283831
